"platform","name","rate_per_1k","cost_per_1k","min_qty","max_qty","provider","id"
"instagram","🇧🇷 Instagram Followers [BRAZIL] [Refill: No] [Max: 50K] [Start Time: 1 Hour] [Speed: 10K/Day] ⛔️💧","1.8375","1.3125","10","200000","wizsmm","596f09f4-407d-419e-9c3b-dab070c74904"
"instagram","Instagram Followers [FLAG OFF] [Refill: No] [Max: 100K] [Start Time: 0-2 Hrs] [Speed: 100K/D] 💧⛔️","0.9625","0.6875","1","10000000","wizsmm","597decd6-6e99-4107-8499-d877d2c58a30"
"instagram","881 - Instagram Best Quality Like [25K][30 Day Refill] [Instant Superfast]♻️","2.464","1.76","10","100000","wizsmm","efa23b8d-b3e0-48c0-be03-0128a56a1282"
"instagram","511 - Instagram Power Like Non Drop Hour 10K Speed  [Max 50K] ⛔","0.658","0.47","1","10000000","wizsmm","cb4b85d9-67aa-44dd-a34a-b1275126a857"
"instagram","526 - Instagram High Quality Real Like + Impression SUPERFAST [75K]⛔","0.742","0.53","1","10000000","wizsmm","eabf3e85-6f21-4fe1-99fd-198a47964ad3"
"instagram","869 - Instagram INDIA Real Likes [30K] [30 Day Refill] [Instant Superfast]💧♻️","2.296","1.64","10","100000","wizsmm","ab002634-a1e8-4547-ad38-89a9c00fcf69"
"instagram","866 - Instagram INDIA Real Likes [50K] [60 Day Refill] [Instant Superfast]💧♻️","2.464","1.76","10","100000","wizsmm","2d4708d4-e94a-423e-a3cb-50975a106c71"
"instagram","Instagram Belgium Likes","3.36","2.4","10","10000","wizsmm","3a516ff2-47f9-465a-8116-3564ecf90d34"
"instagram","867 - Instagram INDIA Women Real Likes [5K] [30 Day Refill] [Instant Superfast]💧♻️","2.87","2.05","10","3000","wizsmm","ce10803d-70c8-40bb-aca1-b5a7ebd4cac8"
"instagram","Instagram Followers [WORKING - SPAM OFF] [Max: 1M] [Refill: No] [Start Time: 0 - 1 Hr] [Speed: 5K/D] 💧⛔️","1.05","0.75","10","1000000","wizsmm","5ad14d10-b2c0-4779-8ddb-79a0f3567ba6"
"instagram","Instagram RAL™ Likes [Refill: No Drop] [Max: 5K] [Start Time: 0-8 Hrs] [Speed: Up to 5K/D] ⚡💧","10.2375","7.3125","50","10000","wizsmm","5ad2d74d-0e5a-4901-99ef-5fd65536e732"
"instagram","Instagram Auto Likes [Bots with PP] [Refill: AR30] [Max: 300K] [Start Time: 0-1 Hour] [Speed: FAST]","0.5075","0.3625","100","300000","wizsmm","5afbc292-5348-40e7-a967-61191c6b3ebf"
"instagram","Instagram Story Views [Max: 80K] [Start Time: 0-1 Hour] [Speed: 80K/Day]","0.1995","0.1425","100","15000","wizsmm","5b2c42b6-0627-490c-bc8e-18bba20a26be"
"instagram","Instagram Followers [SPAM ON] [Refill: 365D] [Max: 1M] [Start Time: 0-1 Hr] [Speed: Up to 100K/D] 💧♻️","4.55","3.25","50","10000000","wizsmm","5b6d9396-846c-40b6-94e7-e2b5ef97ccd3"
"instagram","🇧🇷Instagram BRAZIL Comments [CUSTOM] [Max: 10K] [Start Time: 1 Hour] [Speed: 500/Day]","62.72","44.8","1","10000","wizsmm","5b725b8c-a9ea-4b13-a2cd-6698122430a9"
"instagram","Instagram EU/USA Likes","2.352","1.68","20","100000","wizsmm","4cd3bd38-506f-49f4-8621-542642ed078e"
"instagram","Instagram Comment Likes [SPECIFIC COMMENT] [Refill: No] [Max: 2K] [Start Time: 0-1 Hr] [Speed: 2K/Day]","1.68","1.2","20","2000","wizsmm","5c35a27b-9b7d-461f-bd1b-eaee4ffac718"
"instagram","Instagram Auto Likes [Max: 150K] [Start Time: 0-1 Hour] [Speed: 2-5K/Day] 🔥","0.315","0.225","10","150000","wizsmm","5e3e57e1-433f-44b6-b870-49b1d8750840"
"instagram","Instagram Likes + Impressions [Max: 45K] [Start Time: 0-1 Hr] [Speed: INSTANT]  🔥🔥🔥","0.9625","0.6875","50","200000","wizsmm","5e4dd50f-242b-4948-b70a-ad8d0ba1076a"
"instagram","Instagram Followers [Refill: 365 Days] [Max: 1M] [Start Time: 0-1 Hour] [Speed: 300K/Day] ♻️","1.5225","1.0875","10","10000000","wizsmm","5f517982-46c6-47ce-adeb-98b31bb6375d"
"instagram","Instagram Story Poll Votes [3rd Option] [Max: 1K] [Start Time: 0-1 Hr] [Speed: 1K/D]💧","3.85","2.75","100","1000","wizsmm","5f55a9bf-0f1b-4a37-9edc-d1620c304d91"
"instagram","Instagram Hong Kong Likes","13.44","9.6","10","1000","wizsmm","f794914f-f4f0-47a0-b36b-d4e5440bc749"
"instagram","🇹🇷 Instagram Artist VERIFIED Comments | 1 Comment","1.176","0.84","1","1","wizsmm","40ffa137-4019-436b-9828-7abafaa49aa4"
"instagram","🇹🇷 Instagram Artist VERIFIED Comments | 20 Comment","23.52","16.8","1","1","wizsmm","75dbea86-d0b2-4ce4-80aa-8263c443d923"
"instagram","Private Story Views [200K] [All Stories]","0.084","0.06","100","200000","wizsmm","959448de-20b5-4f3e-8db8-abeb7fff37d9"
"instagram","Instagram Saves S2 [400K]","0.056","0.04","100","400000","wizsmm","ee425b64-8139-4545-91e5-51e1df4d57c8"
"instagram","🇸🇦🙂 SR - Instagram Arab Followers | 30 Days Refill ♻️ | 100% Arab | Max 200K | Business 💼️ | 10K per Hour","37.926","27.09","20","100000","wizsmm","02a6dbd7-fdc7-47f1-aa61-d38384e11be5"
"instagram","Instagram Followers [LOW DROP] [Refill: No] [Max: 100K] [Start Time: 1 Hour] [Speed: 5K/Day]","3.0663","2.1902","100","100000","wizsmm","5fae3e09-f980-47d5-80f7-9a943696852f"
"instagram","Instagram Views [All Videos] [Start Time: 0 - 1 Hour] [Speed: 5M/Day]","1.722","1.23","100","100000000","wizsmm","5ffc9e85-6406-4763-8cd3-f309777ee949"
"instagram","Instagram Followers [Max: 25K] [Refill: No] [Start Time: 1 Hour] [Speed: 1K/Day]","0.2975","0.2125","10","25000","wizsmm","6044557d-9767-49e9-8c24-260889d0e2b4"
"instagram","Instagram IGTV Views [Max: 5M] [Start Time: 0-1 Hour] [Speed: 5M/Day] 💧","0.175","0.125","100","100000000","wizsmm","60a856fe-0f2d-49fe-b5dc-f207451a2571"
"instagram","Instagram Photo Views [Max: 10M] [Start Time: 0-1 Hour] [Speed: 500K/Day] ⛔","0.014","0.01","100","1000000","wizsmm","60a9bc4c-e61a-4596-9fc3-f9cb0e5d9437"
"instagram","Instagram Auto Likes [Refill: No Drop] [Max: 30K] [Start Time: Instant - 1 Hour] [Speed: 30K/Day] ⚡💧⛔️","0.2905","0.2075","50","30000","wizsmm","61089cb9-d59e-4380-8550-856f6594c739"
"instagram","🙂 SR - Instagram Followers Guaranteed | 365 Days Refill ♻️ | With Cancel Button | Max 1M | 5K per Hour","56.882","40.63","20","2000000","wizsmm","cb65ac31-7fb9-4b51-a942-41b032f7a03b"
"instagram","🇰🇷 Instagram Power Comments [10K+ Followers] [SOUTH KOREA] [Random 20 Comments] [EXPLORE PAGE] [Max: 20] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","8.008","5.72","1000","1000","wizsmm","b5f0252d-77e6-42c8-817b-84b5f70ba10e"
"instagram","🇧🇷 Instagram Power Comments [10K+ Followers] [BR] [Random 20 Comments] [EXPLORE PAGE] [Max: 20] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","8.008","5.72","1000","1000","wizsmm","30983f74-32fd-47b2-94eb-b22c68270e96"
"instagram","🌎 Instagram Power Comments [10K+ Followers] [WW] [Random 20 Comments] [EXPLORE PAGE] [Max: 20] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","7.532","5.38","1000","1000","wizsmm","dd906446-51dc-473e-b42b-58530af82cbd"
"instagram","🌎 Instagram Power Comments [10K+ Followers] [WW] [Random 80 Comments] [EXPLORE PAGE] [Max: 80] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","11.298","8.07","1000","1000","wizsmm","73cee27c-7d02-4b1c-a5b9-55164abbb5c2"
"instagram","🌎 Instagram Power Comments [10K+ Followers] [WW] [Random 200 Comments] [EXPLORE PAGE] [Max: 200] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","18.816","13.44","1000","1000","wizsmm","41341eed-05b9-40bc-b32d-20d1e93db25d"
"instagram","🇺🇸 / 🇬🇧 USA - UK Instagram Power Comments [10K+ Followers] [Random 20 Comments] [EXPLORE PAGE] [Max: 20] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","8.666","6.19","1000","1000","wizsmm","07f3721f-31df-482e-a2ec-83e89184f415"
"instagram","🇺🇸 / 🇬🇧 USA - UK Instagram Power Comments [10K+ Followers] [Random 40 Comments] [EXPLORE PAGE] [Max: 40] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","10.36","7.4","1000","1000","wizsmm","f3b39978-544f-4678-ad8d-09fc385552fe"
"instagram","🇺🇸 / 🇬🇧 USA - UK Instagram Power Comments [10K+ Followers] [Random 100 Comments] [EXPLORE PAGE] [Max: 100] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","16.94","12.1","1000","1000","wizsmm","591abb25-bb92-45ff-9264-74b5d5bfc314"
"instagram","🇸🇦 Instagram Power Comments [10K+ Followers] [Random ARABIC 20 Comments] [EXPLORE PAGE] [Max: 20] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","7.532","5.38","1000","1000","wizsmm","3fcc64d3-e0aa-4e95-95a6-02d31bce534e"
"instagram","🇱🇧 Instagram Power Comments [10K+ Followers] [Random 20 Comments] [EXPLORE PAGE] [Max: 20] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","7.532","5.38","1000","1000","wizsmm","7070de83-3670-4692-9fe2-fe1d0bda47a5"
"instagram","Instagram Likes [HQ] [Refill: No] [Start Time: Instant] [Speed: 50k/Day]💧⛔️","4.312","3.08","20","50000","wizsmm","61c1466a-c776-4168-8f3d-7726478a3369"
"instagram","Instagram Followers [UNLIMITED REFILL] [Max: 1M] [Refill: 30D] [Start Time: 0 - 1 Hr] [Speed: Up to 200K/D] ♻️⛔💧","6.825","4.875","10","10000000","wizsmm","6209287d-d15d-4b45-bcaa-1bd426b2d176"
"instagram","Instagram REPOST [Max: 5K] [Start Time: 0 -1 Hr] [Speed: Up to 5K/D]💧","17.4748","12.482","10","100000","wizsmm","623fc374-b512-4f97-8b63-0e081de5ffca"
"instagram","🇸🇦 Instagram Power Comments [10K+ Followers] [Random ARABIC 10 Comments] [EXPLORE PAGE] [Max: 10] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","4.62","3.3","1000","1000","wizsmm","62c96ec4-12bf-4237-9bb8-c6aaca78614d"
"instagram","🇰🇷 Instagram Power Comments [10K+ Followers] [SOUTH KOREA] [Random 40 Comments] [EXPLORE PAGE] [Max: 20] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","9.24","6.6","1000","1000","wizsmm","62cc721d-bc20-47ce-b001-f38abbb87fc7"
"instagram","🇮🇳 Instagram Followers [INDIA] [Refill: 30 Days] [Max: 5K] [Start Time: 0-6 Hours] [Speed: 5K/Day] ♻️","0.84","0.6","100","1000000","wizsmm","62cd2519-43e2-4ba7-85df-1a55f23a356b"
"instagram","🌎 WW Instagram Growth Package [50] [30 Days]","94.08","67.2","1","1","wizsmm","6d9b2a83-3747-40f8-b742-65e5dd1778cf"
"instagram","🌎 WW Instagram Growth Package [200] [30 Days]","225.792","161.28","1","1","wizsmm","3eb13517-f8fc-4ff8-a8b9-c1466fa21816"
"instagram","Instagram RAF™ Followers [Refill: 30D] [Max: 50K] [Start Time: 0-3 Hours] [Speed: 3K/Day] ⚡💧","9.8","7","5","1000000000","wizsmm","025077c1-1f63-4a8d-ad41-6d0340f8e4ed"
"instagram","🇺🇸 Instagram Followers [USA] [Algorithm Tricking] [Refill: Auto - 30D] [Max: 5K] [Start Time: 0 - 1 Hr] [Speed: 5K/D]","11.76","8.4","5","1000000000","wizsmm","0606a2fc-aae3-42ba-808c-c0689fe9e417"
"instagram","Instagram RAF™ Followers [Refill: No Drop] [Max: 5K] [Start Time: 0-8 Hrs] [Speed: Up to 5K/Day] ⚡💧","32.83","23.45","50","10000","wizsmm","2165ad65-f3fd-4368-b6d7-31b518adee58"
"instagram","Instagram RAF™ Followers [Refill: No Drop] [Max: 10K] [Start Time: 0-8 Hours] [Speed: 1K/Day] ⚡💧","34.79","24.85","50","10000","wizsmm","6ab42825-a0c9-420f-adcf-87a1babef61f"
"instagram","Instagram RAL™ Likes [Refill: No Drop] [Max: 5K] [Start Time: 0-8 Hrs] [Speed: Up to 5K/D] ⚡💧","11.466","8.19","50","10000","wizsmm","6e82b32d-4a26-4ece-9f56-6dd5859b9ea4"
"instagram","Instagram RAL™ Likes [Refill: No Drop] [Max: 15K] [Start Time: 0-8 Hours] [Speed: 2K/Day] ⚡💧","12.74","9.1","50","15000","wizsmm","a380fe7d-ea26-422c-9429-f95a358c6123"
"instagram","🇺🇸🇪🇺Instagram Story Views [USA/Europe] [Refill: No] [Max: 10K] [Start Time: 0-4 Hours] [Speed: 500-3K/Day]","19.6","14","100","5000","wizsmm","f9f6964a-7ac6-4c24-8ddb-b47ee06d4639"
"instagram","🇺🇸🇪🇺Instagram Likes [USA/Europe] [Non Drop] [Refill: No] [Max: 15K] [Start Time: 0-4 Hours] [Speed: 1.5K/Day]","21.56","15.4","100","15000","wizsmm","9eadaf9d-b168-4abc-86a8-877b34f21fa7"
"instagram","🇺🇸🇪🇺Instagram Followers [USA/Europe] [Non Drop] [Refill: No] [Max: 15K] [Start Time: 0-4 Hours] [Speed: 1.5K/Day]","50.96","36.4","100","15000","wizsmm","688e37d9-c8cf-49b9-8773-8c532c9dd0cc"
"instagram","🇺🇸Instagram Subscription [USA] [15 Days] [100 Followers] [100 Likes/Comments/Views/Saves on Each Post] [Start Time: Instant] [Speed: 100/Day - 15 Days]","58.1","41.5","1","1","wizsmm","405ca1f7-58a5-49ff-a3b9-ff850d41de71"
"instagram","🇺🇸Instagram Comments [CUSTOM - USA] [150] [Start Time: 0 - 1 Hour] [Speed: 150/Day]","67.788","48.42","5","150","wizsmm","c789888f-8ccd-4a40-b334-00de752fd6a6"
"instagram","🇺🇸Instagram Comments [RANDOM - USA] [150] [Start Time: 0 - 1 Hour] [Speed: 150/Day]","58.1","41.5","5","150","wizsmm","121ef6bd-f470-4d66-9507-955b9d1da6ce"
"instagram","🇺🇸 Instagram Followers [USA] [MIX] [Refill: 30D] [Max: 100K] [Start Time: 0 - 24 Hrs] [Speed: 5K/D] 💧⛔♻️","7.448","5.32","5","1000000000","wizsmm","c925f7ab-808b-48bf-b8d2-2f3eef0d190c"
"instagram","🇺🇸 Instagram Followers [USA] [SUPER QUALITY] [Refill: 30D] [Max: 100K] [Start Time: 0 - 24 Hrs] [Speed: 5K/D] 💧⛔♻️","12.054","8.61","5","1000000000","wizsmm","b41d964e-e733-4e74-9c76-a2149c115fb9"
"instagram","⚠️🔥🎇🇺🇸🇪🇺 Instagram Likes USA / EUROPE","12.236","8.74","50","15000","wizsmm","3ab2858c-5f52-4a87-8be3-52d38863a70b"
"instagram","⚠️🔥🎇🇺🇸🇪🇺 Instagram Followers USA / EUROPE","32.34","23.1","50","12000","wizsmm","0e2b6656-2002-4634-91ca-3670347dfa1f"
"instagram","Instagram Followers [15-20% Drop] [Refill: No] [Max: 300K] [Start Time: 0-1 Hour] [Speed: 30-50K/Day]","2.9963","2.1402","20","300000","wizsmm","630e110b-0c9f-49bc-a9c7-a7db743ea330"
"instagram","🇪🇸 Instagram Likes [SPAIN] [Start Time: 0 - 1 Hour] [Speed: 500/Day]","5.544","3.96","20","2000","wizsmm","63267055-8865-43db-b163-12173d79fa49"
"instagram","Instagram Likes [ARAB] [Refill: 30D] [Max: 50K] [Start Time: 0 - 12 Hrs] [Speed: Up to 10K/D] 💧⛔","3.255","2.325","50","300","wizsmm","634da2d0-69f9-4b8b-a065-0701985b7efc"
"instagram","🌎 WW Instagram Growth Package [200] [30 Days]","201.6","144","1","1","wizsmm","635c8203-e2e4-4b73-999c-2480c69e6b01"
"instagram","🇧🇷 Instagram Followers [Max: 40K] [Refill: No] [Start Time: 0 - 1 Hour] [Speed: Up to 10K/Day] 💧⛔","5.4271","3.8765","50","55000","wizsmm","63843f22-373a-406c-b38a-e28d81961cea"
"instagram","Instagram FEMALE Comments [Random 20 Comments] [Max: 40] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","6.72","4.8","1000","1000","wizsmm","63b6eeb0-096c-4969-9e07-36b3ffb46a6f"
"instagram","Instagram Likes [FEMALE] [Afro-Americans] [USA] [250/Day] [NO DROP]","18.48","13.2","30","2500","wizsmm","63dd6dbf-ce90-46b3-974a-b8e075f2d22b"
"instagram","🇰🇷🇰🇵 Instagram Followers [Korea] [HQ] [Refill: 30D] [Max: 50K] [Start Time: 0 - 3 Hrs] [Speed: 1K/D] 💧","72.269","51.6207","10","50000","wizsmm","63f21b4c-b58a-4c9d-9c80-ad1577f8aaf9"
"instagram","⚠️🔥🎇🇺🇸🇪🇺 Instagram Comments [CUSTOM] USA / EUROPE","226.38","161.7","5","10000","wizsmm","ac178dde-0506-4c5c-a906-177abb5bb3d6"
"instagram","⚠️🔥🎇🇺🇸🇪🇺 Instagram Comments [RANDOM] USA / EUROPE [wizsmm EXCLUSIVE - NON DROP]","246.96","176.4","5","2500","wizsmm","04648467-bf3f-4461-a151-f15fc46f198b"
"instagram","⚠️🔥🎇🇺🇸🇪🇺 Instagram Likes [MALE] USA / EUROPE [wizsmm EXCLUSIVE  - NON DROP]","11.172","7.98","30","6050","wizsmm","4b2f5834-0e18-44d3-bc1d-b6d1f1923f78"
"instagram","⚠️🔥🎇🇺🇸🇪🇺 Instagram Likes [FEMALE] USA / EUROPE","11.172","7.98","50","9050","wizsmm","8c62c4ab-eacb-4dbb-ba1c-7ed83bccf9f2"
"instagram","⚠️🔥🎇🇺🇸🇪🇺 Instagram Followers [SMALL QUANTITY] [30] USA / EUROPE","48.314","34.51","15","30","wizsmm","f0d2a3d2-2dbc-43b8-b08d-dcbb0ec15579"
"instagram","⚠️🔥🎇🇺🇸🇪🇺 Instagram Followers [MALE] USA / EUROPE","42.14","30.1","50","6000","wizsmm","147a4ef5-6b42-4a80-bdd0-335047626b4b"
"instagram","⚠️🔥🎇🇺🇸🇪🇺 Instagram Followers [FEMALE] USA / EUROPE","42.14","30.1","50","9000","wizsmm","cddac5f4-7e66-4b5c-a4e8-f7b98201de2e"
"instagram","🇩🇪 Instagram Followers [GERMANY] [Refill: No] [Max: 20K] [Start Time: 48 Hours] [Speed: 50/Day]","201.81","144.15","10","4000","wizsmm","16e8c1e3-d801-4dfc-ad7a-a5e0b293477c"
"instagram","Instagram Followers FEMALE TOP ACCOUNTS [PRICE IS FOR 50 FOLLOWERS] [Max: 50] [Start Time: 0-9 Hours] [Speed: 50/Day]","7.91","5.65","1000","1000","wizsmm","ade70a30-b772-45ad-85a4-fd1735e03b19"
"instagram","Instagram Followers FEMALE TOP ACCOUNTS [PRICE IS FOR 300 FOLLOWERS] [Max: 300] [Start Time: 0-9 Hours] [Speed: 300/Day]","17.878","12.77","1000","1000","wizsmm","10274d83-b68e-4ecf-a363-c8c1b2db69b6"
"instagram","Instagram Likes RAU™ [USA 🇺🇸] [Max: 1.5K] [Refill: 60D] [Start Time: 0 - 1 Hr] [Speed: 1.5K/D] 💧","4.27","3.05","5","50000","wizsmm","f0a18529-b7f5-4e3e-9aee-b9cede8fbd82"
"instagram","Instagram Likes + Impressions + Reach [NON DROP] [English PUBLIC with Stories Accounts] [Max: 7K] [Start Time: 0-1 Hour] [Speed: FAST] 💧🔥🔥🔥","3.766","2.69","5","50000","wizsmm","fdf986a8-3667-4257-befc-4a1ebcacad45"
"instagram","Instagram Likes [ ADS] [Refill: No] [Max: 50K] [Start time: 1 Hour] [Speed: 5K/Day]","3.724","2.66","50","50000","wizsmm","9b3ee154-01ab-4f5a-8700-95ba7ddcad20"
"instagram","Instagram Likes [NON DROP] [Refill: 1 Year] [Max: 3K] [Start Time: 1 Hour] [Speed: 3K/Day] ♻️","0.224","0.16","10","1000000","wizsmm","1520a128-f96c-4f1e-8b90-2772e6c8a391"
"instagram","Instagram Likes [NON DROP] [Refill: 1 Year] [Max: 10K] [Start Time: 1 Hour] [Speed: 5K/Day] ♻️","0.532","0.38","10","4000000","wizsmm","d71bb4d7-beb6-4883-aeb7-5010f6499225"
"instagram","Instagram Likes + Impressions + Reach [NON DROP] [Max: 7K] [Start Time: 0-1 Hour] [Speed: FAST] 💧🔥🔥🔥","3.262","2.33","5","50000","wizsmm","2417cb26-08b9-4f95-b8a0-b4b9fd0f6abe"
"instagram","Instagram Likes [Premium] [NON DROP] [Max: 2.5K] [Start Time: 0-1 Hour] [Speed: 24 Hours Delivery]","6.272","4.48","20","20000","wizsmm","b90fa826-cf41-41f0-9208-0a04e7a6ba3e"
"instagram","Instagram Male Likes [Premium] [NON DROP] [Max: 2K] [Start Time: 0-1 Hour] [Speed: 24 Hours Delivery]","15.652","11.18","30","6050","wizsmm","662c4c71-44f7-491b-8d67-ba10bca1a212"
"instagram","🇩🇪 Instagram Followers [GERMANY] [Max: 1K] [Refill: Non Drop] [Start Time: 0 - 8 Hrs] [Speed: Up to 100/D]","34.9125","24.9375","25","2500","wizsmm","65da3a9d-10e1-40bc-9422-5bcb3f11e878"
"instagram","🇧🇷Instagram Followers [BRAZIL] [Refill: 30 Days] [Max: 200K] [Start Time: 24 Hours] [Speed: 50/Day] [SLOW] ♻️","7.28","5.2","50","199999","wizsmm","66109a7c-e5f7-4ce4-b46a-cc9547458e7c"
"instagram","🇪🇬Instagram VERIFIED Followers [EGYPTIAN] [25 Followers] [1 ORDER PER ACCOUNT] 🔵","31.248","22.32","1","1","wizsmm","666c88a8-2ba5-4086-bd5d-60fb9a22baaf"
"instagram","Instagram Followers [Refill: 30D] [Max: 300K] [Start Time: 0 - 2 Hrs] [Speed: Up to 200K/D] 💧♻️⛔️","0.805","0.575","10","1000000","wizsmm","669cca7e-490d-4333-858b-b16c72433997"
"instagram","Instagram Followers [Refill: No] [Max: 1M] [Start Time: 0 -1 Hr] [Speed: 100K/D] ♻️💧","5.8625","4.1875","10","1000000","wizsmm","66adfad3-d77f-4b08-accc-648d15ed7e1e"
"instagram","Instagram Female Likes [Premium] [NON DROP] [Max: 2K] [Start Time: 0-1 Hour] [Speed: 24 Hours Delivery]","15.652","11.18","50","9050","wizsmm","d55936a2-cadc-4aff-ad5f-d2fd914ec0f7"
"instagram","🇩🇪 Instagram Likes [GERMANY] [Max: 200] [Start Time: 2 Hours] [Speed: 100/Day]","97.846","69.89","5","500","wizsmm","4ed4abe9-b347-4a8e-a467-5fe80ded46db"
"instagram","Instagram Comments [NON DROP] [Max: 500] [Start Time: 0-1 Hour] [Speed: 24 Hours Delivery]","395.136","282.24","5","2500","wizsmm","3e7f89e6-a08b-4dde-a074-0c4de55246c6"
"instagram","Instagram Female Comments [NON DROP] [Max: 500] [Start Time: 0-1 Hour] [Speed: 24 Hours Delivery]","862.4","616","5","500","wizsmm","17fd351e-fac5-408b-9e01-1f9c0677cd64"
"instagram","Instagram Male Comments [NON DROP] [Max: 500] [Start Time: 0-1 Hour] [Speed: 24 Hours Delivery]","862.4","616","5","500","wizsmm","098a9768-0224-479b-9c27-520f3b317825"
"instagram","Instagram Micro Package  [4-6 Followers] [20-25 post likes] [8-12 Comments] [NON DROP] [Start Time: 0-1 Hour] [Speed: 24 Hours Delivery]","11.27","8.05","1000","1000","wizsmm","b4ceb786-5470-423a-bb25-c92b111577bc"
"instagram","Instagram Starter Package [7-10 Followers] [35-45 Likes] [15-20 Comments] [NON DROP] [Start Time: 0-1 Hour] [Speed: 24 Hours Delivery]","15.19","10.85","1000","1000","wizsmm","c7dd9017-ddb0-45e9-91bb-9bc1493e06d8"
"instagram","Instagram Regular Package [11-13 Followers] [55-65 Likes] [30-35 Comments] [NON DROP] [Start Time: 0-1 Hour] [Speed: 24 Hours Delivery]","24.99","17.85","1000","1000","wizsmm","d2e76021-8ad6-4765-86aa-df052e8ef90b"
"instagram","Instagram Premium Package [15-18 Followers] [80-90 Likes] [45-52 Comments] [NON DROP] [Start Time: 0-1 Hour] [Speed: 24 Hours Delivery]","35.574","25.41","1000","1000","wizsmm","39332eab-59eb-4f18-a871-b41935bdb60c"
"instagram","Instagram Advanced Package [18-20 Followers] [120-130 Likes] [65-72 Comments] [NON DROP] [Start Time: 0-1 Hour] [Speed: 24 Hours Delivery]","48.552","34.68","1000","1000","wizsmm","4a189e06-0e14-4a80-afab-3afc0ca16baf"
"instagram","Instagram Package [FEMALE] [400-500 likes] [100 Comments] [100 Comment Like] [50 Comment Reply] [100 Story View] [10 Post Share]","2.94","2.1","1","1","wizsmm","de9afe70-4d76-479b-b175-de51faa10ad8"
