"platform","name","rate_per_1k","cost_per_1k","min_qty","max_qty","provider","id"
"instagram","Instagram Indian Costum Comments","54.432","38.88","5","500","wizsmm","d398b7c1-1545-452b-9d24-23a2b32152e9"
"instagram","Instagram Indian Random Comments","45.36","32.4","5","500","wizsmm","86361470-6a90-49ff-bb70-d4192e899103"
"instagram","Instagram Auto Views + Reach + Impressions [Max: 10M] [Start Time: 0-1 Hr] [Speed: 500K/D] 💧","0.3325","0.2375","100","10000000","wizsmm","bd58da02-e9bc-49f5-ba1f-a198e746dc2f"
"instagram","Instagram Followers[Refill: 30D] [Max: 5M] [Start Time: 0 - 2Hrs] [Speed: Up to 20K/D] ♻️💧⛔","0.7875","0.5625","50","5000000","wizsmm","bd5d813f-8a3d-44e2-884c-7eff4a153a80"
"instagram","🇺🇸Instagram Comments [CUSTOM - USA] [150] [Start Time: 0 - 1 Hour] [Speed: 150/Day]","60.515","43.225","5","150","wizsmm","bdc74d1b-0345-43b4-9de2-e7ef17daafcc"
"instagram","Instagram Likes [Refill: No] [Max: 5M] [Start Time: 0 - 1 Hr] [Speed: 100K/D] ⛔💧","0.14","0.1","1","10000000","wizsmm","bdea85ab-910e-4b6e-8fb6-77ecf0b51d8e"
"instagram","Instagram Shares [Max: 5M] [Start Time: 0 -1 Hr] [Speed: 5M/D]💧⛔","0.35","0.25","10","1000000","wizsmm","be802850-0d75-448a-b6c3-f34d828b5cc0"
"instagram","Instagram Indian Emoji Comments","45.36","32.4","5","500","wizsmm","967c5d5a-f125-4c55-9a29-042debc02707"
"instagram","Instagram Indian Shares","10.892","7.78","100","10000","wizsmm","2b2612c3-5908-4068-8503-7678dab105ec"
"instagram","Instagram Indian Saves","10.892","7.78","100","10000","wizsmm","76540303-c76d-412b-b609-799cc9accdcc"
"instagram","Instagram Brazil Costum Comments","54.432","38.88","5","500","wizsmm","0b0cd7de-3a76-4d8b-8d08-7894a2f94a05"
"instagram","Instagram Brazil Random Comments","45.36","32.4","5","500","wizsmm","804b81e9-d9fc-4cf5-862f-ff25d598319f"
"instagram","Instagram Brazil Emoji Comments","45.36","32.4","5","500","wizsmm","f734c9f2-9fea-49a8-b8dc-4af3cc38db63"
"instagram","Instagram Brazil Shares","10.892","7.78","100","10000","wizsmm","ec67bdf4-01d5-46c2-84c9-e1ca4d0d1ca1"
"instagram","Instagram Brazil Saves","10.892","7.78","100","10000","wizsmm","41dd9846-50f8-484a-9928-66a47337deb5"
"instagram","Instagram World Wide Costum Comments","54.432","38.88","5","500","wizsmm","f382293f-8ce3-4438-8313-873be827199c"
"instagram","Instagram World Wide Random Comments","45.36","32.4","5","500","wizsmm","c6ad9b99-a9dd-4319-914c-34e3ed05867a"
"instagram","Instagram World Wide Emoji Comments","45.36","32.4","5","500","wizsmm","6d65af6b-52e2-4228-8f95-c096edb6d957"
"instagram","Instagram World Wide Shares","10.892","7.78","100","30000","wizsmm","c67b0a0a-8a54-43d2-a893-8cc562105239"
"instagram","Instagram World Wide Saves","10.892","7.78","100","30000","wizsmm","18070a68-9884-4bc6-af17-0449e481a4a0"
"instagram","🌎 Instagram Power Comments [10K+ Followers] [WW] [Random 80 Comments] [EXPLORE PAGE] [Max: 80] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","10.08","7.2","1000","1000","wizsmm","bf15b920-f4ee-4d94-9104-99bba86d3911"
"instagram","Instagram World Wide Followers","14.518","10.37","100","5000","wizsmm","0dac7849-e8db-40d9-af44-59ed78018393"
"instagram","Instagram Followers [Refill: 30 Days] [Max: 30K] [Start Time: 1 Hour] [Speed: 15K/Day] ♻️🔥🔥🔥","1.0718","0.7656","10","1000000","wizsmm","bf63ef9f-f30d-427f-89ec-266e91d0062d"
"instagram","Instagram Followers [10-20% Drop] [Refill: No] [Max: 5K] [Start Time: 0-1 Hour] [Speed: 10-15K/Day]","1.632","1.1657","10","50000","wizsmm","c0421b10-e193-42bc-abc2-a35b2eccbca8"
"instagram","Instagram Reel Views [Max: 10M] [Start Time: 0-1 Hour] [Speed: 500K/Day] 💧","0.336","0.24","100","100000000","wizsmm","bfbb8ecf-4159-4475-be1d-45f514025aac"
"instagram","Instagram FEMALE Comments [Random 80 Comments] [Max: 80] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","10.08","7.2","1000","1000","wizsmm","c0c128ad-bfa2-4e0b-a8f6-fbf063334e1e"
"instagram","🇺🇸Instagram Comments [RANDOM - USA] [300] [Start Time: 0 - 1 Hour] [Speed: 150/Day]","51.87","37.05","5","300","wizsmm","c0c23d14-9ed0-4303-8fab-dbabc1ed3110"
"instagram","🇺🇸 / 🇬🇧 USA - UK Instagram Power Comments [10K+ Followers] [Random 80 Comments] [EXPLORE PAGE] [Max: 80] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","12.6","9","1000","1000","wizsmm","c0f9b6e0-eb38-4dca-b298-dba97ec2e3aa"
"instagram","Instagram Followers [SPAM ON] [Max: 500K] [Refill: 30D] [Start Time: 0 - 1 Hr] [Speed: Up to 25K/D]💧♻️⛔️","3.234","2.31","10","1000000","wizsmm","c0fab712-e0b7-4cd2-9eb4-b343eb7fd5f3"
"instagram","Instagram Impressions [OTHER] [Max: 10M] [Start Time: 0-1 Hour] [Speed: 500K/Day]","0.14","0.1","10","1000000","wizsmm","c153122f-48cd-4874-8f51-ce082a9e6f0a"
"instagram","Instagram Story Views [Max: 50K] [Start Time: 0-1 Hr] [Speed: 50K/D]","0.0963","0.0688","50","40000","wizsmm","c15c599f-a9a3-4ef1-82fc-78534abaa619"
"instagram","Instagram Indonesian Likes","3.36","2.4","20","20000","wizsmm","9fb006eb-751c-4174-ad70-21f73efedbb8"
"instagram","Instagram Followers [ARAB] [Refill: 30D] [Max: 100K] [Start Time: 0 - 12 Hrs] [Speed: Up to 10K/D] 💧⛔","8.1375","5.8125","50","300","wizsmm","c1a9c7e8-ccd1-47df-a4c5-f75c94540975"
"instagram","Instagram Followers [EG 🇪🇬] [Refill: No] [Max: 20K] [Start Time: 0 - 2 Hrs] [Speed: Up to 20K/D] 💧⛔️","4.6375","3.3125","50","20000","wizsmm","c1ec93a6-7a99-46f5-b3fd-411209db2a5d"
"instagram","Instagram Auto FEMALE Comments [Random 20 Comments] [Max: 20] [Start Time: 0-1 Hour] [Speed: 20/Hour]","6.72","4.8","1000","1000","wizsmm","c1f8b070-2763-4d05-a74f-5025d81f8d58"
"instagram","IGTV Views [WORKING] [Max: 100M] [Start Time: 0-1 Hr] [Speed: 10M/D] 💧","0.14","0.1","10","10000000","wizsmm","c26d88cf-a207-46fd-89ea-102b19cf6592"
"instagram","Instagram Followers [Max: 1M] [Refill: 365 Days] [Start Time: 0 - 1 Hour] [Speed: 5K/Day] 🔥♻️🛑","1.3601","0.9715","10","5000000","wizsmm","c27e41c4-b5e5-44b7-a15d-b9ede8c92888"
"instagram","Instagram Likes [🇦🇪 🇸🇦 ARAB - GULF] [SUPER REAL] [Refill: No] [Max: 3K] [Start Time: 0-1 Hour] [Speed: 3K/Day]","3.85","2.75","20","10000","wizsmm","c2975340-4cce-403e-b2c9-587b8125da87"
"instagram","🇸🇦 Instagram Power Comments [10K+ Followers] [Random ARABIC 20 Comments] [EXPLORE PAGE] [Max: 20] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","6.72","4.8","1000","1000","wizsmm","c2c0223e-1f88-42c9-90cd-23ed4c709601"
"instagram","Instagram Auto Likes [Max: 30K] [Refill: 30D] [Start Time: 0 - 1 Hour] [Speed: 3K/Day] ⛔","0.1568","0.112","1","10000000","wizsmm","c2db27f4-272b-4c2c-add5-c1b5730a2047"
"instagram","Instagram Auto Views [Max: 1M] [Start Time: 15 Minutes] [Speed: 5M/Day]","0.28","0.2","100","100000000","wizsmm","c2f23b25-757c-47a1-98cc-db673f454b6b"
"instagram","Instagram Followers [90% INDIAN] [Max 1M] [SPAM OFF] [Start Time: 0 - 1Hr] [Refill: No] [Speed: Up to 10K/D] 💧⛔","3.7576","2.684","10","1000000","wizsmm","c30ab807-1f7d-4461-9195-0c25a208b16d"
"instagram","🔥🔥🔥 [EXCLUSIVE] Instagram POWER Likes [TOP IN MARKET] [Max: 10K] [Start Time: 1 Hour] [Speed: 5K/Day] 🔥🔥🔥","1.1025","0.7875","10","250000","wizsmm","c30fd938-70f3-4173-9f6e-2cd6c49a3107"
"instagram","Instagram Likes [Refill: 60D] [Max: 250k] [Start Time: 0 - 3 Hrs] [Speed: 25K/D] 💧♻️⛔️","0.0952","0.068","1","1000000","wizsmm","c374e976-c168-41ca-beb8-389d74d13ae9"
"instagram","Instagram Followers [Refill: 30 Days] [Max: 1M] [Start Time: 0-1 Hour] [Speed: 500K/Day] ♻️","1.4539","1.0385","10","10000000","wizsmm","c3c865f6-1fe1-4269-af60-969f492a1759"
"instagram","🌎 Instagram Growth Package [WW] [200] [30 Days]","201.6","144","1","1","wizsmm","c3f88e64-dd77-4cb6-980b-a522c974f6ba"
"instagram","IGTV Views [Max: 10M] [Start Time: 0-1 Hour] [Speed: 500K/Day]","0.35","0.25","100","100000000","wizsmm","c43df7bc-6a4b-49a6-99f6-b9feaff4421f"
"instagram","Instagram Likes [NON DROP] [Max: 10K] [Start Time: 0-1 Hour] [Speed: 10K/Day]","0.252","0.18","100","12000","wizsmm","c4735d83-eaaf-45f6-a095-57d4534372fc"
"instagram","Instagram Followers [SPAM ON] [Refill: 30D] [Max: 500K] [Start Time: 0-1 Hr] [Speed: Up to 50K/D] 💧⛔","4.83","3.45","10","650000","wizsmm","c4c064fa-878a-43ad-9d6c-8de33f253d39"
"instagram","Instagram Story Sticker Link Press [250K] [Start Time: 0 - 1 Hour] [Speed: 250K/Day]","4.2","3","100","250000","wizsmm","c4dce59e-075f-434a-85ae-60ab941ad47b"
"instagram","Instagram Likes [MQ] [Refill: 180 Days] [Max: 30K] [Start Time: 0-1 Hour] [Speed: INSTANT] 💧♻️⚡⚡⚡","3.78","2.7","1","1000000","wizsmm","c5c7c22a-1ce2-4320-970f-e72332a2a88b"
"instagram","Instagram Likes + Impressions [1 Like Per Minute] [Max: 10K] [Start Time: 0-1 Hour]","2.1","1.5","20","10000","wizsmm","c5f3ea69-a796-42c5-a079-b798307ddf34"
"instagram","🇸🇦🇮🇷Instagram Followers [ARAB - IRAN MIX] [Refill: No] [Max: 3K] [Start Time: 1 Hour] [Speed: 3K/Day]","4.48","3.2","100","5000","wizsmm","c6ebe80b-1e5c-4b86-82c5-ca202d230682"
"instagram","Instagram Views [EMERGENCY / WORKING] [ALL LINKS] [Max: 1M] [Start Time: 0 - 3 Hrs] [Speed: 500K/D] 💧","0.28","0.2","100","100000000","wizsmm","c70dee51-c037-4ee8-8d6a-943d8b68a0c3"
"instagram","Instagram Views [Max: 2M] [Start Time: Instant] [Speed: 5M/Day]  ⚡💧","1.82","1.3","100","100000000","wizsmm","c77025aa-8c3c-4988-a3b5-85f406891aa1"
"instagram","Instagram Followers [Refill: 30 Days] [Max: 5K] [Start Time: 0-1 Hour] [Speed: 10-15K/Day] ♻️","1.9096","1.364","20","5000","wizsmm","c90ec62f-950a-45dd-a3fd-d80ccbbb57c4"
"instagram","Instagram USA Views [Instant]","0.434","0.31","100","10000000","wizsmm","ac30e55f-a2ee-4a33-8894-4a1f88ab7d3c"
"instagram","Instagram Likes [Refill: 30 Days] [Max: 40K] [Start Time: 0-1 Hour] [Speed: Up to 15K/Day] 💧♻️","1.0084","0.7203","10","75000","wizsmm","c952d995-b21d-48fd-92d6-31394d61f64b"
"instagram","Instagram Story &quot;NO&quot; Poll Votes [Max: 100K] [Start Time: 0-1 Hour] [Speed: 50K/Day]","0.2275","0.1625","100","100000","wizsmm","c955af7f-f9da-4817-9871-d32bfa398835"
"instagram","Instagram Save [Max: 150K] [Start Time: 1 Hour] [Speed: 150K/Day]","0.2745","0.1961","10","1000000","wizsmm","c97a40fd-9b44-46fc-aa6f-f24661e1c291"
"instagram","🇧🇷 Instagram Followers [BRAZIL] [Refill: 30D] [Max: 50K] [Start Time: 0 - 3 Hours] [Speed: 10K/D] 💧","3.724","2.66","10","20000","wizsmm","c9bb7a8c-c300-4841-a461-ef59701c7c74"
"instagram","Instagram Comments [RANDOM] [NEVER DROP] [Max: 5K] [Start Time: 0-1 Hour] [Speed: INSTANT]","23.52","16.8","5","5000","wizsmm","c9c070bf-7579-4439-91c9-a6da33866d3b"
"instagram","🇧🇷Instagram Likes [BRAZIL - FEMALE] [Refill: No] [Max: 1K] [Start Time: 1 Hour] [Speed: 1K/Day] ⛔️💧","1.4875","1.0625","10","200","wizsmm","c9f1d3ae-f404-4027-bcc3-8f2764adaa68"
"instagram","🇩🇪 Instagram Likes [GERMANY] [Refill: No Drop] [Max: 1K] [Start Time: 0 - 3 Hrs] [Speed: Up to 200/D] 💧","10.92","7.8","25","3000","wizsmm","c9f84ae5-ed53-4b23-a27d-72893f0b9f9a"
"instagram","Instagram Likes [HQ][Refill: 30D] [Max: 30K] [Start Time: 0-1 Hr] [Speed: 10K/D]","0.4725","0.3375","10","30000","wizsmm","ca6a85b2-a230-488e-96a7-b79e07bbcafa"
"instagram","Instagram Brazil Followers [No Refill] [Low Drop] [10-50K/D] [Instant]","0.896","0.64","10","500000","wizsmm","e995f81c-0206-48b1-9e0c-0317d946b788"
"instagram","Instagram Comments HQ [🇩🇪 Germany] | Private [Max: 100]","840","600","5","100","wizsmm","21992a45-95aa-4a7e-9302-7e396650ee14"
"instagram","Instagram Comments HQ [🇺🇸 USA, 🇬🇧 UK] | Private [Max: 500]","504","360","5","500","wizsmm","2742d3e0-b5c3-438c-b048-5dc434e0c025"
"instagram","Instagram Comment Likes [🇪🇺 Europe] [Super Quality] [Max: 2000] [🏷️]","67.2","48","10","800","wizsmm","1dcc5d88-26d8-491f-8dac-f09a265e3532"
"instagram","Instagram Likes [🇩🇪 Germany] [Super Quality] [Max: 700]","84","60","5","500","wizsmm","18823c75-be63-4213-aee7-7bf4e8fd3c54"
"instagram","Instagram Followers [🇩🇪 Germany] [Super Quality] [Max: 700]","504","360","5","500","wizsmm","54f6fd51-4e56-4848-89bb-75ad29684339"
"instagram","Instagram Random Comments [🇩🇪 Germany] [Super Quality] [Max: 700]","840","600","4","700","wizsmm","fb38b4df-04ee-455f-9c50-0ffb724ca673"
"instagram","Instagram Comment Likes [🇩🇪 Germany] [Super Quality] [Max: 800]","84","60","10","500","wizsmm","21282d9d-0c98-42d0-bff5-d4335c538fb3"
"instagram","Instagram Comment Likes [🇫🇷 France] [Super Quality] [Max: 300]","84","60","10","200","wizsmm","8d9f2463-ba69-4d27-9afe-4a0f4d115f82"
"instagram","Instagram Comment Likes [🇸🇪 Sweden] [Super Quality] [Max: 250]","84","60","10","200","wizsmm","2bf481fc-2d2e-460d-bf09-02a82af35c53"
"instagram","Instagram Likes [🇳🇴 Norway] [Super Quality] [Max: 75]","1678.32","1198.8","5","50","wizsmm","b3292367-d552-44c3-a0d6-44c11b0c5e41"
"instagram","Instagram Likes [🇩🇰 Denmark] [Super Quality] [Max: 75]","1678.32","1198.8","5","50","wizsmm","c2c0c402-a1c5-418c-b217-047831454915"
"instagram","Instagram Followers [🇳🇴 Norway] [Super Quality] [Max: 75]","1678.32","1198.8","5","50","wizsmm","a27cd2fc-6f4f-4dfb-bffd-688b6bf2a01c"
"instagram","Instagram Mentions [CUSTOM LIST] [Max: 100K] [Refill: No] [Start Time: 0 - 24 Hours] [Speed: 10K/Day]","2.975","2.125","100","100000000","wizsmm","cad9d180-2d91-433e-aa7f-b45463faa95d"
"instagram","Instagram Likes [Refill: 90D] [Max: 150K] [Start Time: 0-1 Hr] [Speed: 150K/Day] ♻️ ⛔ 💧","0.0916","0.0654","1","1000000","wizsmm","caf53c50-a175-4791-92db-f28de8058f68"
"instagram","Instagram Likes [Premium] [NON DROP] [Max: 2.5K] [Start Time: 0-1 Hour] [Speed: 24 Hours Delivery]","5.6","4","20","20000","wizsmm","caf6aa8e-22ab-427b-aace-6790f0187914"
"instagram","🇪🇺🇺🇸 Instagram Likes [EU/US] [Start Time: 0 - 1 Hour] [Speed: 2K/Day]","7.056","5.04","20","15000","wizsmm","caf72c00-85d3-4b53-b030-a056e21b1bd9"
"instagram","Instagram Profile Visits / Views [Max: 100K] [Start Time: 0-1 Hour] [Speed: 100K/Day] ⚡️💧🔥","1.225","0.875","10","1000000","wizsmm","cb594735-d5a5-4e5a-9126-bfd2eafd9715"
"instagram","Instagram Followers [🇩🇰 Denmark] [Super Quality] [Max: 75]","1678.32","1198.8","5","50","wizsmm","33789113-c9ab-4dba-b338-3fd54b9d6d69"
"instagram","Instagram Engagement Package [🇩🇪 Germany] [Super Quality] [Basic]","16.8","12","1000","1000","wizsmm","a122c492-4715-4de5-b88a-4f90cbc25398"
"instagram","Instagram REPOST [Max: 100K] [Start Time: 0 -1 Hr] [Speed: Up to 50K/D]💧⛔","13.825","9.875","10","100000","wizsmm","cba22941-2530-4499-ad21-8e5287c3f448"
"instagram","Instagram Engagement Package [🇩🇪 Germany] [Super Quality] [Standard]","84","60","1000","1000","wizsmm","45c2c15b-2f35-4459-8b66-c540c5a9d6de"
"instagram","Instagram Story Views [Max: 4K] [Start Time: 1 Hour] [Speed: 4K/Day]","0.0151","0.0108","10","1000000","wizsmm","cbc901cf-1831-4139-9d2c-873b40bf1867"
"instagram","Instagram Engagement Package [🇩🇪 Germany] [Super Quality] [Pro]","168","120","1000","1000","wizsmm","e3040abc-792e-4826-9a4f-c99a61b082b7"
"instagram","Instagram AutoLikes [🇩🇪 Germany] [Super Quality] [Max: 800]","84","60","5","800","wizsmm","0ad483c3-a824-42e2-9fc5-4e9a1ee8acfc"
"instagram","Instagram AutoLikes [🇸🇪 Sweden] [Super Quality] [Max: 250]","84","60","5","200","wizsmm","88f2aa11-63cf-4dc3-a65d-ee05ea0ca30f"
"instagram","Instagram Likes [🇩🇪 Germany] [Super Quality] [♂ 𝐌𝐀𝐋𝐄] [Max: 250]","126","90","5","200","wizsmm","0d3bd3db-a47e-403b-b322-efc8f00a416f"
"instagram","Instagram Likes [🇩🇪 Germany] [Super Quality] [♀ 𝐅𝐄𝐌𝐀𝐋𝐄] [Max: 450]","126","90","5","300","wizsmm","cf3a0ceb-c816-4aab-8c3b-ac95be008514"
"instagram","Instagram Followers [🇩🇪 Germany] [Super Quality] [♀ 𝐅𝐄𝐌𝐀𝐋𝐄] [Max: 450]","840","600","5","300","wizsmm","21f1836a-d5b1-48e3-8009-b97b57649c3d"
"instagram","Instagram Comments [🇩🇪 Germany] | Private [♂ 𝐌𝐀𝐋𝐄] [Max: 100]","840","600","5","100","wizsmm","81c74c73-0656-48d5-9e3c-61d9e494478d"
"instagram","Instagram Comments [🇩🇪 Germany] | Private [♀ 𝐅𝐄𝐌𝐀𝐋𝐄] [Max: 100]","840","600","5","100","wizsmm","ea4055ff-d8ce-4898-8c8b-41df57b97b07"
"instagram","🌎 Instagram Power Comments [10K+ Followers] [WW] [Random 20 Comments] [EXPLORE PAGE] [Max: 20] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","6.72","4.8","1000","1000","wizsmm","cc02339e-7c0e-4529-95ef-365abb98d69d"
"instagram","Instagram Power Comments [10K+ Followers] [Random 10 Comments] [EXPLORE PAGE] [Max: 10] [Start Time: 0-1 Hour] [Speed: 10/Hour]","4.2","3","1000","1000","wizsmm","cc0c4935-edbf-4c5b-8dd1-2e93e5c8d84f"
"instagram","Instagram IGTV Views + Impressions [Max: 1M] [Start Time: 0-1 Hour] [Speed: 1M/Day] 💧","0.8509","0.6078","100","100000000","wizsmm","cc0ca6ef-237a-4753-b509-e7b144936c31"
"instagram","Instagram Likes [EXCLUSIVE - Up to 15% Drop Max] [Refill: 30 Days] [Max: 5K] [Start Time: 0-1 Hour] [Speed: 2K/Hour] 💧","0.2117","0.1512","10","8000","wizsmm","cc241f32-0dbe-4502-9233-66bfc5895b69"
"instagram","Instagram Likes [With PP &amp; Posts] [Refill: No] [Max: 10K] [Start Time 1 Hour] [Speed: 500/Hour]","0.1925","0.1375","50","200000","wizsmm","cc263414-a0c3-4cac-9735-6b8f510cc329"
"instagram","Instagram Followers [Refill: 30 Days] [Max: 10K] [Start Time: 1 Hour] [Speed: 2K/Day] ♻️","7.406","5.29","10","1000000","wizsmm","cc46cc7f-8cb2-4bab-a222-5fc2bb92c649"
"instagram","Instagram Followers [Refill: No] [Max: 10K] [Start Time: 1 Hour] [Speed: 10K/Day]","6.355","4.5393","10","50000","wizsmm","cc7854da-fb07-4e6a-a565-d81eae882731"
"instagram","Instagram Impressions [Max: 1M] [Start Time: 1 Hour] [Speed: 20K/Day] 💧♻🛑","0.1397","0.0998","10","1000000","wizsmm","cc8da6fc-153c-4915-8488-cdbdfbd69565"
"instagram","Instagram Followers [Refill: 30 Days] [Max: 1M] [Start Time: 0-3 Hours] [Speed: 30K/Day] 💧♻️","1.1725","0.8375","10","10000000","wizsmm","cc95cebb-7db6-4769-9bae-6a56a51fc80d"
"instagram","🇺🇸 Instagram Auto Likes [USA] [Algorithm Tricking] [Refill: Auto - 30D] [Max: 5K] [Start Time: 0 - 1 Hr] [Speed: 5K/D]","5.6","4","20","20000","wizsmm","ccab80d2-8b3b-4e8e-89ae-9056fdac07a4"
"instagram","Instagram Story Poll Votes [1st Option] [Max: 1K] [Start Time: 0-1 Hr] [Speed: 1K/D]💧","3.85","2.75","100","1000","wizsmm","ccebf1d8-6e20-4340-bbaa-2b8662589435"
"instagram","Instagram Followers [WORKING - SPAM ON] [Refill: No] [Max: 10K] [Start Time: 0 - 1Hr] [Speed: 3K/D] 💧⛔️","1.4875","1.0625","10","10000","wizsmm","cd0b165a-8eec-4a03-97f2-3dbcc11575af"
"instagram","Instagram Likes [Refill: No] [Max: 5M] [Start Time: 0-3 Hrs] [Speed: Up to 20K/D] 💧⛔","0.14","0.1","10","5000000","wizsmm","cd30cc48-2545-45f8-8ec2-a3abdb657480"
"instagram","🇮🇷 Instagram English Comments [IRAN ACCOUNTS] [Start Time: 0 - 1 Hour] [Speed: 500/Day]","70.56","50.4","5","20","wizsmm","cd3d3221-4a5d-4afd-8230-bf23903a3d87"
"instagram","Instagram Followers [With PP &amp; Posts] [Refill: No] [Max: 50K] [Start Time: 1 Hour] [Speed: 500/Hour]","5.5125","3.9375","50","50000","wizsmm","cd608660-0a46-4bf4-8871-fe1c4968b0d8"
"instagram","Instagram Views [IGTV] [Max: 100K] [Start Time: 0 - 1 Hour] [Speed: 50K/Hour] ⚡💧","0.042","0.03","100","100000000","wizsmm","cdcd72e3-e51c-4914-95c7-bcb62d5bd594"
"instagram","Instagram Impressions [Max: 5M] [Start Time: 0-1 Hour] [Speed: INSTANT] 💧","0.0592","0.0423","10","1000000","wizsmm","cdcdd6ca-00e8-4c18-adad-ae3f67460eef"
"instagram","Instagram Auto Likes [EXCLUSIVE] [Refill: No] [Max: 5K] [Start Time: 0-1 Hour] [Speed: 500-1K/Hour]","0.2905","0.2075","50","5000","wizsmm","cdf36c2b-4f75-488a-8db8-f39b980e7050"
"instagram","Instagram Auto Views [Max: 1.5M] [Start Time: 0-1 Hour] [Speed: 1.5M/Day]","1.855","1.325","100","100000000","wizsmm","ce1ed555-42e4-42c2-b96a-8927bff52f87"
"instagram","Instagram Auto Likes [Max: 100K] [Start Time: 0-1 Hours] [Speed: 20K/Day]","0.182","0.13","10","10000000","wizsmm","ce92f04b-2b0c-4142-94cd-83d8cecc49b6"
"instagram","Instagram Likes [Refill: 30D] [Max: 250K] [Start Time: 0-1 Hr] [Speed: 50K/Day]","0.315","0.225","10","300000","wizsmm","cea92889-4b4d-403b-867d-e0700fd8be88"
"instagram","Instagram Auto Views [Max: 1M] [Start Time: Insatnt] [Speed: 1M/Day] 💧","0.0088","0.0063","100","100000000","wizsmm","cf793397-c60c-4a0c-8cbe-61ba21f2a288"
"instagram","Instagram Auto Views [Max: 10M] [Start Time: 0 - 1 Hours] [Speed: 2M/Day]","0.014","0.01","100","2147483647","wizsmm","cff3b1db-8119-4db5-b7c7-76ebd49d90cd"
"instagram","Instagram Likes [KSA 🇸🇦] [Refill: No] [Max: 100K] [Start Time: 0 - 1 Hr] [Speed: 50K/D] 💧⛔️","2.7563","1.9688","50","100000","wizsmm","cff4e23c-f1d4-4c16-91fa-bd6fdb9dcecf"
"instagram","Instagram Likes [Refill: No] [Low Drops] [Max: 200K] [Start Time: 0-1 Hour] [Speed: 100K/D] ⚡⛔","0.21","0.15","50","200000","wizsmm","d01c1576-7cd5-40e1-a03e-0cf30dde33ec"
"instagram","🇰🇷 Instagram Followers [KOREA] [Start Time: 0 - 1 Hour] [Speed: 2K/Day]","20.16","14.4","20","3000","wizsmm","d05906c4-a3b8-4a6a-bc99-b87f67f1bcbf"
"instagram","Instagram Followers [SPAM OFF] [Refill: 7 Days] [Max: 10K] [Start Time: 1 Hour] [Speed: 2.5K/Day] ♻️","6.1488","4.392","50","100000","wizsmm","d0801aae-e572-49f5-bd4f-a18cd6c1d483"
"instagram","🇧🇷 Instagram Likes [BRAZIL - MALE] [Refill: No] [Max: 20K] [Start Time: 0 - 1 Hours] [Speed: 10K/Day] 💧","1.19","0.85","10","50000","wizsmm","d0aab74b-f036-4a72-adae-54504073ea85"
"instagram","Instagram Followers [Refill: 30 Days] [Max: 500K] [Start Time: 0-2 Hrs] [Speed: Up to 50K/D] 💧♻️","0.637","0.455","10","1000000","wizsmm","d0f0d930-7653-4b48-b426-22342c38f129"
"instagram","🇪🇬Instagram VERIFIED Followers [EGYPTIAN] [2 Followers] [1 ORDER PER ACCOUNT] 🔵","2.1718","1.5513","1","1","wizsmm","d10de5e1-f02f-416e-9e1d-d9d6632327a4"
"instagram","Instagram Followers [Refill: 60 Days] [Max: 50K] [Start Time: 0 - 1 Hours] [Speed: 10K/Day] 💧♻️⛔️","6.3","4.5","1","10000000","wizsmm","d10f5e87-7fea-4807-a438-12f24ad7c2ab"
"instagram","Instagram Likes [Refill: No] [Max: 1M] [Start Time: 0 - 1 Hr] [Speed: 200K/D] 💧","0.105","0.075","100","1000000","wizsmm","d1b01578-3677-44bc-88e0-8f47b7a67fd2"
"instagram","🇮🇳 Instagram Likes [INDIA] [Refill: 30D] [Max: 20K] [Start Time: Instant] [Speed: 3K/D]","0.385","0.275","10","20000","wizsmm","d1b381da-f946-4478-93f8-d86b7c33d0e9"
"instagram","Instagram Likes [EG 🇪🇬] [Refill: No] [Max: 100K] [Start Time: 0 - 1 Hr] [Speed: 50K/D] 💧⛔️","1.4875","1.0625","50","100000","wizsmm","d1c954eb-9364-467b-86d5-99ede3856ade"
"instagram","Instagram EMERGENCY Reel Views [Max: 500K] [Start Time: 0 - 1 Hr] [Speed: 500K/D] 💧","0.175","0.125","100","100000000","wizsmm","d1f5e288-4202-4a24-8313-09569df29609"
"instagram","Instagram Latin Likes","3.36","2.4","20","250000","wizsmm","70b21a95-ffe9-4f7a-a206-cf2dadfc7031"
"instagram","Instagram Nigerian Likes","3.36","2.4","20","100000","wizsmm","cbd1df89-56bc-419f-8b64-60a162974c21"
"instagram","Instagram Spanish Likes","3.36","2.4","20","250000","wizsmm","755ff823-5f97-4ea4-a148-3268ab132cfd"
"instagram","Instagram Switzerland Likes","3.36","2.4","10","10000","wizsmm","e2488cf9-fc95-4ed8-915b-65c202ddac54"
"instagram","Instagram Brazilian Likes","3.36","2.4","20","75000","wizsmm","9f240ddf-b600-46a9-8fe2-fcfc1a4716cf"
"instagram","Instagram French Likes","3.36","2.4","20","30000","wizsmm","b7a52489-d3d1-462d-8d0c-8154fcd9d084"
"instagram","Instagram Arabic Story Views","1.008","0.72","20","50000","wizsmm","3e93116a-3dd1-47d4-b721-e28b979912dc"
